torch_version,release_date,backend,backend_version,python_min,python_max,pythons,compute_capabilities,arch_list_raw,has_ptx,platforms,on_pypi,version_on_pypi,pypi_linux_default,arch_source_url
2.5.1,2024-10-29,rocm,6.2,3.9,3.12,3.9 3.10 3.11 3.12,,,False,linux/x86_64,False,True,False,
2.6.0,2025-01-30,cpu,,3.9,3.13,3.9 3.10 3.11 3.12 3.13,,,False,linux/aarch64 linux/x86_64 windows/x86_64,False,True,False,
2.6.0,2025-01-30,cuda,11.8,3.9,3.13,3.9 3.10 3.11 3.12 3.13,3.7;5.0;6.0;7.0;7.5;8.0;8.6;9.0,5.0;6.0;7.0;7.5;8.0;8.6;3.7;9.0,False,linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.6.0/.ci/manywheel/build_cuda.sh
2.6.0,2025-01-30,cuda,12.4,3.9,3.13,3.9 3.10 3.11 3.12 3.13,5.0;6.0;7.0;7.5;8.0;8.6;9.0,5.0;6.0;7.0;7.5;8.0;8.6;9.0,False,linux/x86_64 windows/x86_64,False,True,True,https://raw.githubusercontent.com/pytorch/pytorch/v2.6.0/.ci/manywheel/build_cuda.sh
2.6.0,2025-01-30,cuda,12.6,3.9,3.13,3.9 3.10 3.11 3.12 3.13,5.0;6.0;7.0;7.5;8.0;8.6;9.0,5.0;6.0;7.0;7.5;8.0;8.6;9.0,False,linux/aarch64 linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.6.0/.ci/manywheel/build_cuda.sh
2.6.0,2025-01-30,default,,3.9,3.13,3.9 3.10 3.11 3.12 3.13,,,False,macos/arm64,True,True,False,
2.6.0,2025-01-30,rocm,6.1,3.9,3.13,3.9 3.10 3.11 3.12 3.13,,,False,linux/x86_64,False,True,False,
2.6.0,2025-01-30,rocm,6.2.4,3.9,3.13,3.9 3.10 3.11 3.12 3.13,,,False,linux/x86_64,False,True,False,
2.6.0,2025-01-30,xpu,,3.9,3.13,3.9 3.10 3.11 3.12 3.13,,,False,linux/x86_64 windows/x86_64,False,True,False,
2.7.0,2025-04-22,cpu,,3.9,3.13,3.9 3.10 3.11 3.12 3.13,,,False,linux/aarch64 linux/x86_64 windows/arm64 windows/x86_64,False,True,False,
2.7.0,2025-04-22,cuda,11.8,3.9,3.13,3.9 3.10 3.11 3.12 3.13,3.7;5.0;6.0;7.0;7.5;8.0;8.6;9.0,5.0;6.0;7.0;7.5;8.0;8.6;3.7;9.0,False,linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.7.0/.ci/manywheel/build_cuda.sh
2.7.0,2025-04-22,cuda,12.6,3.9,3.13,3.9 3.10 3.11 3.12 3.13,5.0;6.0;7.0;7.5;8.0;8.6;9.0,5.0;6.0;7.0;7.5;8.0;8.6;9.0,False,linux/x86_64 windows/x86_64,False,True,True,https://raw.githubusercontent.com/pytorch/pytorch/v2.7.0/.ci/manywheel/build_cuda.sh
2.7.0,2025-04-22,cuda,12.8,3.9,3.13,3.9 3.10 3.11 3.12 3.13,7.5;8.0;8.6;9.0;10.0;12.0,7.5;8.0;8.6;9.0;10.0;12.0+PTX,True,linux/aarch64 linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.7.0/.ci/manywheel/build_cuda.sh
2.7.0,2025-04-22,default,,3.9,3.13,3.9 3.10 3.11 3.12 3.13,,,False,macos/arm64,True,True,False,
2.7.0,2025-04-22,rocm,6.2.4,3.9,3.13,3.9 3.10 3.11 3.12 3.13,,,False,linux/x86_64,False,True,False,
2.7.0,2025-04-22,rocm,6.3,3.9,3.13,3.9 3.10 3.11 3.12 3.13,,,False,linux/x86_64,False,True,False,
2.7.0,2025-04-22,xpu,,3.9,3.13,3.9 3.10 3.11 3.12 3.13,,,False,linux/x86_64 windows/x86_64,False,True,False,
2.7.1,2025-06-03,cpu,,3.9,3.13,3.9 3.10 3.11 3.12 3.13,,,False,linux/aarch64 linux/x86_64 windows/arm64 windows/x86_64,False,True,False,
2.7.1,2025-06-03,cuda,11.8,3.9,3.13,3.9 3.10 3.11 3.12 3.13,3.7;5.0;6.0;7.0;7.5;8.0;8.6;9.0,5.0;6.0;7.0;7.5;8.0;8.6;3.7;9.0,False,linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.7.1/.ci/manywheel/build_cuda.sh
2.7.1,2025-06-03,cuda,12.6,3.9,3.13,3.9 3.10 3.11 3.12 3.13,5.0;6.0;7.0;7.5;8.0;8.6;9.0,5.0;6.0;7.0;7.5;8.0;8.6;9.0,False,linux/x86_64 windows/x86_64,False,True,True,https://raw.githubusercontent.com/pytorch/pytorch/v2.7.1/.ci/manywheel/build_cuda.sh
2.7.1,2025-06-03,cuda,12.8,3.9,3.13,3.9 3.10 3.11 3.12 3.13,7.5;8.0;8.6;9.0;10.0;12.0,7.5;8.0;8.6;9.0;10.0;12.0+PTX,True,linux/aarch64 linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.7.1/.ci/manywheel/build_cuda.sh
2.7.1,2025-06-03,default,,3.9,3.13,3.9 3.10 3.11 3.12 3.13,,,False,macos/arm64,True,True,False,
2.7.1,2025-06-03,rocm,6.2.4,3.9,3.13,3.9 3.10 3.11 3.12 3.13,,,False,linux/x86_64,False,True,False,
2.7.1,2025-06-03,rocm,6.3,3.9,3.13,3.9 3.10 3.11 3.12 3.13,,,False,linux/x86_64,False,True,False,
2.7.1,2025-06-03,xpu,,3.9,3.13,3.9 3.10 3.11 3.12 3.13,,,False,linux/x86_64 windows/x86_64,False,True,False,
2.8.0,2025-10-01,cpu,,3.9,3.13,3.9 3.10 3.11 3.12 3.13,,,False,linux/aarch64 linux/s390x linux/x86_64 windows/arm64 windows/x86_64,False,True,False,
2.8.0,2025-10-01,cuda,12.6,3.9,3.13,3.9 3.10 3.11 3.12 3.13,5.0;6.0;7.0;7.5;8.0;8.6;9.0,5.0;6.0;7.0;7.5;8.0;8.6;9.0,False,linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.8.0/.ci/manywheel/build_cuda.sh
2.8.0,2025-10-01,cuda,12.8,3.9,3.13,3.9 3.10 3.11 3.12 3.13,7.0;7.5;8.0;8.6;9.0;10.0;12.0,7.0;7.5;8.0;8.6;9.0;10.0;12.0,False,linux/x86_64 windows/x86_64,False,True,True,https://raw.githubusercontent.com/pytorch/pytorch/v2.8.0/.ci/manywheel/build_cuda.sh
2.8.0,2025-10-01,cuda,12.9,3.9,3.13,3.9 3.10 3.11 3.12 3.13,7.0;7.5;8.0;8.6;9.0;10.0;12.0,7.0;7.5;8.0;8.6;9.0;10.0;12.0+PTX,True,linux/aarch64 linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.8.0/.ci/manywheel/build_cuda.sh
2.8.0,2025-10-01,default,,3.9,3.13,3.9 3.10 3.11 3.12 3.13,,,False,macos/arm64,True,True,False,
2.8.0,2025-10-01,rocm,6.3,3.9,3.13,3.9 3.10 3.11 3.12 3.13,,,False,linux/x86_64,False,True,False,
2.8.0,2025-10-01,rocm,6.4,3.9,3.13,3.9 3.10 3.11 3.12 3.13,,,False,linux/x86_64,False,True,False,
2.8.0,2025-10-01,xpu,,3.9,3.13,3.9 3.10 3.11 3.12 3.13,,,False,linux/x86_64 windows/x86_64,False,True,False,
2.9.0,2025-10-14,cpu,,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,linux/aarch64 linux/x86_64 windows/arm64 windows/x86_64,False,True,False,
2.9.0,2025-10-14,cuda,12.6,3.10,3.14,3.10 3.11 3.12 3.13 3.14,5.0;6.0;7.0;7.5;8.0;8.6;9.0,5.0;6.0;7.0;7.5;8.0;8.6;9.0,False,linux/aarch64 linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.9.0/.ci/manywheel/build_cuda.sh
2.9.0,2025-10-14,cuda,12.8,3.10,3.14,3.10 3.11 3.12 3.13 3.14,7.0;7.5;8.0;8.6;9.0;10.0;12.0,7.0;7.5;8.0;8.6;9.0;10.0;12.0,False,linux/aarch64 linux/x86_64 windows/x86_64,False,True,True,https://raw.githubusercontent.com/pytorch/pytorch/v2.9.0/.ci/manywheel/build_cuda.sh
2.9.0,2025-10-14,cuda,12.9,3.10,3.14,3.10 3.11 3.12 3.13 3.14,7.0;7.5;8.0;8.6;9.0;10.0;12.0,7.0;7.5;8.0;8.6;9.0;10.0;12.0+PTX,True,linux/aarch64 linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.9.0/.ci/manywheel/build_cuda.sh
2.9.0,2025-10-14,cuda,13.0,3.10,3.14,3.10 3.11 3.12 3.13 3.14,7.5;8.0;8.6;9.0;10.0;12.0,7.5;8.0;8.6;9.0;10.0;12.0+PTX,True,linux/aarch64 linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.9.0/.ci/manywheel/build_cuda.sh
2.9.0,2025-10-14,default,,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,macos/arm64,True,True,False,
2.9.0,2025-10-14,rocm,6.3,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,linux/x86_64,False,True,False,
2.9.0,2025-10-14,rocm,6.4,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,linux/x86_64,False,True,False,
2.9.0,2025-10-14,xpu,,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,linux/x86_64 windows/x86_64,False,True,False,
2.9.1,2025-11-11,cpu,,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,linux/aarch64 linux/x86_64 windows/arm64 windows/x86_64,False,True,False,
2.9.1,2025-11-11,cuda,12.6,3.10,3.14,3.10 3.11 3.12 3.13 3.14,5.0;6.0;7.0;7.5;8.0;8.6;9.0,5.0;6.0;7.0;7.5;8.0;8.6;9.0,False,linux/aarch64 linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.9.1/.ci/manywheel/build_cuda.sh
2.9.1,2025-11-11,cuda,12.8,3.10,3.14,3.10 3.11 3.12 3.13 3.14,7.0;7.5;8.0;8.6;9.0;10.0;12.0,7.0;7.5;8.0;8.6;9.0;10.0;12.0,False,linux/aarch64 linux/x86_64 windows/x86_64,False,True,True,https://raw.githubusercontent.com/pytorch/pytorch/v2.9.1/.ci/manywheel/build_cuda.sh
2.9.1,2025-11-11,cuda,12.9,3.10,3.14,3.10 3.11 3.12 3.13 3.14,7.0;7.5;8.0;8.6;9.0;10.0;12.0,7.0;7.5;8.0;8.6;9.0;10.0;12.0+PTX,True,linux/aarch64 linux/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.9.1/.ci/manywheel/build_cuda.sh
2.9.1,2025-11-11,cuda,13.0,3.10,3.14,3.10 3.11 3.12 3.13 3.14,7.5;8.0;8.6;9.0;10.0;12.0,7.5;8.0;8.6;9.0;10.0;12.0+PTX,True,linux/aarch64 linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.9.1/.ci/manywheel/build_cuda.sh
2.9.1,2025-11-11,default,,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,macos/arm64,True,True,False,
2.9.1,2025-11-11,rocm,6.3,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,linux/x86_64,False,True,False,
2.9.1,2025-11-11,rocm,6.4,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,linux/x86_64,False,True,False,
2.9.1,2025-11-11,xpu,,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,linux/x86_64 windows/x86_64,False,True,False,
2.10.0,2026-01-21,cpu,,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,linux/aarch64 linux/s390x linux/x86_64 windows/arm64 windows/x86_64,False,True,False,
2.10.0,2026-01-21,cuda,12.6,3.10,3.14,3.10 3.11 3.12 3.13 3.14,5.0;6.0;7.0;7.5;8.0;8.6;9.0,5.0;6.0;7.0;7.5;8.0;8.6;9.0,False,linux/aarch64 linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.10.0/.ci/manywheel/build_cuda.sh
2.10.0,2026-01-21,cuda,12.8,3.10,3.14,3.10 3.11 3.12 3.13 3.14,7.0;7.5;8.0;8.6;9.0;10.0;12.0,7.0;7.5;8.0;8.6;9.0;10.0;12.0,False,linux/aarch64 linux/x86_64 windows/x86_64,False,True,True,https://raw.githubusercontent.com/pytorch/pytorch/v2.10.0/.ci/manywheel/build_cuda.sh
2.10.0,2026-01-21,cuda,12.9,3.10,3.14,3.10 3.11 3.12 3.13 3.14,7.0;7.5;8.0;8.6;9.0;10.0;12.0,7.0;7.5;8.0;8.6;9.0;10.0;12.0+PTX,True,linux/aarch64 linux/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.10.0/.ci/manywheel/build_cuda.sh
2.10.0,2026-01-21,cuda,13.0,3.10,3.14,3.10 3.11 3.12 3.13 3.14,7.5;8.0;8.6;9.0;10.0;12.0,7.5;8.0;8.6;9.0;10.0;12.0+PTX,True,linux/aarch64 linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.10.0/.ci/manywheel/build_cuda.sh
2.10.0,2026-01-21,default,,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,macos/arm64,True,True,False,
2.10.0,2026-01-21,rocm,7.0,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,linux/x86_64,False,True,False,
2.10.0,2026-01-21,rocm,7.1,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,linux/x86_64,False,True,False,
2.10.0,2026-01-21,xpu,,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,linux/x86_64 windows/x86_64,False,True,False,
2.11.0,2026-03-23,cpu,,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,linux/aarch64 linux/s390x linux/x86_64 windows/x86_64,False,True,False,
2.11.0,2026-03-23,cuda,12.6,3.10,3.14,3.10 3.11 3.12 3.13 3.14,5.0;6.0;7.0,5.0;6.0;7.0;${TORCH_CUDA_ARCH_LIST//10.0/},False,linux/aarch64 linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.11.0/.ci/manywheel/build_cuda.sh
2.11.0,2026-03-23,cuda,12.8,3.10,3.14,3.10 3.11 3.12 3.13 3.14,7.5;8.0;8.6;9.0;10.0;12.0,7.5;8.0;8.6;9.0;10.0;12.0,False,linux/aarch64 linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.11.0/.ci/manywheel/build_cuda.sh
2.11.0,2026-03-23,cuda,12.9,3.10,3.14,3.10 3.11 3.12 3.13 3.14,7.5;8.0;8.6;9.0;10.0;12.0,7.5;8.0;8.6;9.0;10.0;12.0+PTX,True,linux/aarch64 linux/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.11.0/.ci/manywheel/build_cuda.sh
2.11.0,2026-03-23,cuda,13.0,3.10,3.14,3.10 3.11 3.12 3.13 3.14,7.5;8.0;8.6;9.0;10.0;12.0,7.5;8.0;8.6;9.0;10.0;12.0,False,linux/aarch64 linux/x86_64 windows/x86_64,False,True,True,https://raw.githubusercontent.com/pytorch/pytorch/v2.11.0/.ci/manywheel/build_cuda.sh
2.11.0,2026-03-23,default,,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,macos/arm64,True,True,False,
2.11.0,2026-03-23,rocm,7.1,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,linux/x86_64,False,True,False,
2.11.0,2026-03-23,rocm,7.2,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,linux/x86_64,False,True,False,
2.11.0,2026-03-23,xpu,,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,linux/x86_64 windows/x86_64,False,True,False,
2.12.0,2026-05-12,cpu,,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,linux/aarch64 linux/s390x linux/x86_64 windows/arm64 windows/x86_64,False,True,False,
2.12.0,2026-05-12,cuda,12.6,3.10,3.14,3.10 3.11 3.12 3.13 3.14,5.0;6.0;7.0,5.0;6.0;7.0;${TORCH_CUDA_ARCH_LIST//10.0/},False,linux/aarch64 linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.12.0/.ci/manywheel/build_cuda.sh
2.12.0,2026-05-12,cuda,13.0,3.10,3.14,3.10 3.11 3.12 3.13 3.14,7.5;8.0;8.6;9.0;10.0;12.0,7.5;8.0;8.6;9.0;10.0;12.0,False,linux/aarch64 linux/x86_64 windows/x86_64,False,True,True,https://raw.githubusercontent.com/pytorch/pytorch/v2.12.0/.ci/manywheel/build_cuda.sh
2.12.0,2026-05-12,cuda,13.2,3.10,3.14,3.10 3.11 3.12 3.13 3.14,7.5;8.0;8.6;9.0;10.0;12.0,7.5;8.0;8.6;9.0;10.0;12.0,False,linux/aarch64 linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.12.0/.ci/manywheel/build_cuda.sh
2.12.0,2026-05-12,default,,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,macos/arm64,True,True,False,
2.12.0,2026-05-12,rocm,7.1,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,linux/x86_64,False,True,False,
2.12.0,2026-05-12,rocm,7.2,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,linux/x86_64,False,True,False,
2.12.0,2026-05-12,xpu,,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,linux/x86_64 windows/x86_64,False,True,False,
2.12.1,2026-06-17,cpu,,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,linux/aarch64 linux/s390x linux/x86_64 windows/arm64 windows/x86_64,False,True,False,
2.12.1,2026-06-17,cuda,12.6,3.10,3.14,3.10 3.11 3.12 3.13 3.14,5.0;6.0;7.0,5.0;6.0;7.0;${TORCH_CUDA_ARCH_LIST//10.0/},False,linux/aarch64 linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.12.1/.ci/manywheel/build_cuda.sh
2.12.1,2026-06-17,cuda,12.9,3.10,3.14,3.10 3.11 3.12 3.13 3.14,7.5;8.0;8.6;9.0;10.0;12.0,7.5;8.0;8.6;9.0;10.0;12.0,False,linux/aarch64 linux/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.12.1/.ci/manywheel/build_cuda.sh
2.12.1,2026-06-17,cuda,13.0,3.10,3.14,3.10 3.11 3.12 3.13 3.14,7.5;8.0;8.6;9.0;10.0;12.0,7.5;8.0;8.6;9.0;10.0;12.0,False,linux/aarch64 linux/x86_64 windows/x86_64,False,True,True,https://raw.githubusercontent.com/pytorch/pytorch/v2.12.1/.ci/manywheel/build_cuda.sh
2.12.1,2026-06-17,cuda,13.2,3.10,3.14,3.10 3.11 3.12 3.13 3.14,7.5;8.0;8.6;9.0;10.0;12.0,7.5;8.0;8.6;9.0;10.0;12.0,False,linux/aarch64 linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.12.1/.ci/manywheel/build_cuda.sh
2.12.1,2026-06-17,default,,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,macos/arm64,True,True,False,
2.12.1,2026-06-17,rocm,7.1,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,linux/x86_64,False,True,False,
2.12.1,2026-06-17,rocm,7.2,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,linux/x86_64,False,True,False,
2.12.1,2026-06-17,xpu,,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,linux/x86_64 windows/x86_64,False,True,False,
2.13.0.dev20260610,2026-07-08,cuda,12.6,3.10,3.14,3.10 3.11 3.12 3.13 3.14,5.0;6.0;7.0;7.5;8.0;8.6;9.0,5.0;6.0;7.0;7.5;8.0;8.6;9.0,False,linux/aarch64 linux/x86_64,False,False,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.13.0/.ci/manywheel/build_env_setup.py
2.13.0,2026-07-08,cpu,,3.10,3.15,3.10 3.11 3.12 3.13 3.14 3.15,,,False,linux/aarch64 linux/s390x linux/x86_64 windows/arm64 windows/x86_64,False,True,False,
2.13.0,2026-07-08,cuda,12.6,3.10,3.15,3.10 3.11 3.12 3.13 3.14 3.15,5.0;6.0;7.0;7.5;8.0;8.6;9.0,5.0;6.0;7.0;7.5;8.0;8.6;9.0,False,linux/aarch64 linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.13.0/.ci/manywheel/build_env_setup.py
2.13.0,2026-07-08,cuda,12.9,3.10,3.15,3.10 3.11 3.12 3.13 3.14 3.15,7.5;8.0;8.6;9.0;10.0;12.0,7.5;8.0;8.6;9.0;10.0;12.0,False,linux/aarch64 linux/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.13.0/.ci/manywheel/build_env_setup.py
2.13.0,2026-07-08,cuda,13.0,3.10,3.15,3.10 3.11 3.12 3.13 3.14 3.15,7.5;8.0;8.6;9.0;10.0;12.0,7.5;8.0;8.6;9.0;10.0;12.0,False,linux/aarch64 linux/x86_64 windows/x86_64,False,True,True,https://raw.githubusercontent.com/pytorch/pytorch/v2.13.0/.ci/manywheel/build_env_setup.py
2.13.0,2026-07-08,cuda,13.2,3.10,3.15,3.10 3.11 3.12 3.13 3.14 3.15,7.5;8.0;8.6;9.0;10.0;12.0,7.5;8.0;8.6;9.0;10.0;12.0,False,linux/aarch64 linux/x86_64 windows/x86_64,False,True,False,https://raw.githubusercontent.com/pytorch/pytorch/v2.13.0/.ci/manywheel/build_env_setup.py
2.13.0,2026-07-08,default,,3.10,3.14,3.10 3.11 3.12 3.13 3.14,,,False,macos/arm64,True,True,False,
2.13.0,2026-07-08,rocm,7.1,3.10,3.15,3.10 3.11 3.12 3.13 3.14 3.15,,,False,linux/x86_64,False,True,False,
2.13.0,2026-07-08,rocm,7.2,3.10,3.15,3.10 3.11 3.12 3.13 3.14 3.15,,,False,linux/x86_64,False,True,False,
2.13.0,2026-07-08,xpu,,3.10,3.15,3.10 3.11 3.12 3.13 3.14 3.15,,,False,linux/x86_64 windows/x86_64,False,True,False,
